"sender_id","receiver_id","sending_date"
17,154,1785-10-10
17,21,1785-10-11
327,182,1785-10-14
17,1356,1785-10-14
111,855,1785-10-15
318,1006,1785-10-17
17,304,1785-10-17
62,608,1785-10-17
17,7,1785-10-23
17,7,1785-10-24
62,1006,1785-10-27
276,934,1785-10-29
17,2,1785-10-29
17,847,1785-10-30
318,7,1785-11-02
62,608,1785-11-02
71,2,1785-11-02
318,1006,1785-11-03
318,1006,1785-11-07
33,436,1785-11-07
111,7,1785-11-08
327,182,1785-11-14
327,182,1785-11-22
327,304,1785-11-28
49,764,1785-11-28
49,764,1785-11-28
318,7,1785-12-04
318,1360,1785-12-08
342,1319,1785-12-09
342,1319,1785-12-09
318,7,1785-12-10
336,1410,1785-12-11
336,1410,1785-12-17
336,1410,1785-12-18
304,182,1785-12-26
130,930,1785-12-27
55,47,1785-12-31
340,1413,1786-01-08
71,31,1786-01-09
340,154,1786-01-10
71,341,1786-01-13
274,1225,1786-01-18
304,2,1786-01-19
340,1414,1786-01-20
130,930,1786-01-28
319,977,1786-01-29
340,1419,1786-01-31
274,676,1786-01-31
318,7,1786-02-01
71,1421,1786-02-03
71,1422,1786-02-03
341,752,1786-02-08
340,13,1786-02-11
340,1423,1786-02-11
71,436,1786-02-18
340,1006,1786-02-19
318,200,1786-02-19
345,323,1786-02-21
71,216,1786-02-22
293,1006,1786-02-23
293,1006,1786-03-01
71,16,1786-03-01
71,1427,1786-03-04
293,443,1786-03-06
341,752,1786-03-11
304,182,1786-03-19
327,17,1786-03-22
327,182,1786-03-22
71,1430,1786-03-23
320,63,1786-03-29
49,765,1786-04-02
323,1432,1786-04-03
344,1433,1786-04-04
293,608,1786-04-05
24,602,1786-04-12
347,855,1786-04-13
274,187,1786-04-13
274,128,1786-04-13
318,111,1786-04-16
344,1437,1786-04-19
304,20,1786-04-20
344,21,1786-04-21
318,277,1786-04-22
318,7,1786-05-02
318,7,1786-05-05
304,2,1786-05-11
323,1432,1786-05-14
318,111,1786-05-14
336,384,1786-05-14
274,7,1786-05-14
349,1441,1786-05-17
318,608,1786-05-18
304,182,1786-05-18
349,1442,1786-05-19
318,352,1786-05-21
304,17,1786-05-24
349,205,1786-05-26
327,21,1786-05-27
336,384,1786-05-27
327,182,1786-05-28
304,182,1786-05-31
320,63,1786-06-01
340,1414,1786-06-03
318,111,1786-06-04
349,1323,1786-06-09
349,1228,1786-06-09
340,608,1786-06-10
318,277,1786-06-11
293,1006,1786-06-16
304,2,1786-06-16
293,608,1786-06-17
318,111,1786-06-18
352,1446,1786-06-24
71,720,1786-06-28
71,1447,1786-06-29
71,2,1786-07-08
304,111,1786-07-14
349,1228,1786-07-15
304,2,1786-07-16
33,436,1786-07-17
354,544,1786-07-24
71,930,1786-07-26
71,1455,1786-07-27
348,48,1786-07-28
349,1457,1786-08-03
320,63,1786-08-06
320,5,1786-08-06
352,1458,1786-08-06
344,21,1786-08-07
351,5,1786-08-11
304,436,1786-08-12
348,48,1786-08-16
304,57,1786-08-16
304,5,1786-08-16
304,2,1786-08-19
304,21,1786-08-20
346,304,1786-08-20
318,111,1786-08-26
233,5,1786-08-26
348,48,1786-08-28
347,224,1786-09-01
318,277,1786-09-03
304,182,1786-09-03
357,20,1786-09-03
348,48,1786-09-04
347,304,1786-09-13
130,930,1786-09-15
318,608,1786-09-17
318,111,1786-09-17
346,1461,1786-09-17
74,205,1786-09-28
348,48,1786-09-29
344,21,1786-10-01
318,7,1786-10-02
304,182,1786-10-02
318,7,1786-10-03
344,21,1786-10-11
349,1228,1786-10-11
71,676,1786-10-11
304,2,1786-10-12
130,930,1786-10-16
344,399,1786-10-20
318,352,1786-10-22
344,1433,1786-10-28
71,274,1786-11-04
318,111,1786-11-05
130,930,1786-11-06
336,303,1786-11-08
344,1433,1786-11-11
344,21,1786-11-11
318,1360,1786-11-19
327,304,1786-11-22
360,1465,1786-12-01
347,215,1786-12-08
348,914,1786-12-16
71,752,1786-12-21
318,25,1787-01-08
287,1253,1787-01-10
287,48,1787-01-12
287,1469,1787-01-13
323,1386,1787-01-17
318,344,1787-02-10
362,1168,1787-02-10
318,111,1787-02-11
182,2,1787-02-15
182,215,1787-02-18
182,21,1787-02-21
182,45,1787-02-24
182,1111,1787-02-25
182,215,1787-02-25
33,215,1787-02-26
287,1253,1787-03-01
62,608,1787-03-07
262,2,1787-03-08
346,291,1787-03-10
182,215,1787-03-11
182,21,1787-03-18
182,2,1787-03-19
88,48,1787-03-19
346,840,1787-03-19
251,1475,1787-03-20
318,111,1787-03-25
182,215,1787-03-25
319,359,1787-03-27
346,653,1787-03-27
340,1476,1787-03-30
347,215,1787-04-02
182,215,1787-04-02
251,946,1787-04-06
74,57,1787-04-07
74,205,1787-04-07
182,215,1787-04-08
323,1432,1787-04-12
361,399,1787-04-14
327,1327,1787-04-16
182,21,1787-04-16
88,48,1787-04-18
182,45,1787-04-22
62,608,1787-04-22
182,2,1787-04-23
74,205,1787-04-24
327,304,1787-04-30
347,304,1787-05-01
182,364,1787-05-05
343,323,1787-05-13
361,1478,1787-05-19
293,1006,1787-05-22
327,182,1787-05-24
327,304,1787-05-29
287,1253,1787-06-03
340,293,1787-06-06
182,2,1787-06-06
344,1481,1787-06-08
340,294,1787-06-09
262,2,1787-06-09
340,1006,1787-06-12
327,1481,1787-06-12
347,182,1787-06-13
293,1264,1787-06-18
251,21,1787-06-18
340,293,1787-06-22
262,48,1787-07-10
17,76,1787-07-14
17,21,1787-07-15
340,318,1787-07-16
364,1315,1787-07-22
17,1356,1787-07-22
347,182,1787-07-25
371,1487,1787-07-31
251,200,1787-08-04
327,304,1787-08-08
346,676,1787-08-13
373,48,1787-08-16
334,384,1787-08-16
17,1433,1787-08-22
364,1490,1787-09-01
17,7,1787-09-03
182,2,1787-09-06
88,48,1787-09-18
361,399,1787-09-28
182,21,1787-09-30
17,1491,1787-10-01
17,576,1787-10-02
17,13,1787-10-05
372,1488,1787-10-08
319,1362,1787-10-08
340,1458,1787-10-10
17,21,1787-10-11
182,1483,1787-10-11
182,21,1787-10-18
182,215,1787-10-21
327,304,1787-10-22
347,2,1787-10-23
130,1493,1787-10-24
17,13,1787-10-27
182,45,1787-10-28
182,21,1787-10-28
182,1495,1787-10-30
371,5,1787-10-31
33,215,1787-11-03
182,1483,1787-11-08
347,2,1787-11-10
327,1327,1787-11-10
351,48,1787-11-13
182,21,1787-11-18
347,795,1787-11-20
33,215,1787-11-22
347,1496,1787-11-26
375,443,1787-11-27
182,215,1787-12-02
182,2,1787-12-09
182,433,1787-12-11
33,215,1787-12-11
182,1495,1787-12-14
182,21,1787-12-14
377,1497,1787-12-16
377,1495,1787-12-16
182,2,1787-12-20
182,21,1787-12-20
378,399,1787-12-28
343,1432,1787-12-31
371,63,1788-01-06
182,215,1788-01-10
379,380,1788-01-15
182,380,1788-01-20
182,215,1788-01-20
182,21,1788-01-25
182,21,1788-01-28
182,21,1788-02-03
385,1501,1788-02-13
195,291,1788-02-18
182,2,1788-02-19
130,1493,1788-02-19
182,45,1788-02-21
195,291,1788-03-03
340,200,1788-03-15
377,1497,1788-03-17
371,5,1788-03-22
195,182,1788-03-24
381,855,1788-03-29
389,1510,1788-04-06
381,1511,1788-04-12
195,182,1788-04-14
336,47,1788-04-14
378,399,1788-04-17
378,399,1788-04-17
71,295,1788-04-19
340,386,1788-04-20
347,2,1788-04-24
375,443,1788-04-24
340,352,1788-04-27
381,5,1788-05-03
375,641,1788-05-08
340,13,1788-05-10
377,182,1788-05-12
347,2,1788-05-14
381,1504,1788-05-21
71,124,1788-05-26
279,249,1788-05-26
62,40,1788-05-27
375,1006,1788-05-27
347,182,1788-05-28
374,1518,1788-05-28
347,182,1788-05-31
347,215,1788-05-31
279,182,1788-06-02
377,1519,1788-06-05
375,352,1788-06-06
377,182,1788-06-07
340,1222,1788-06-07
340,1485,1788-06-08
285,182,1788-06-08
347,2,1788-06-09
381,1502,1788-06-09
71,1522,1788-06-10
377,1497,1788-06-21
130,1493,1788-06-21
377,1523,1788-06-22
340,352,1788-06-22
377,1495,1788-06-25
381,1521,1788-06-25
381,1511,1788-06-26
71,31,1788-06-30
391,205,1788-07-02
381,1502,1788-07-02
182,215,1788-07-02
340,356,1788-07-03
71,1525,1788-07-03
375,7,1788-07-07
392,430,1788-07-07
279,430,1788-07-07
377,1526,1788-07-09
377,1497,1788-08-05
360,52,1788-08-07
377,2,1788-08-10
182,2,1788-08-10
285,1529,1788-08-12
130,1493,1788-08-16
182,1111,1788-08-18
381,855,1788-08-18
360,128,1788-08-19
182,2,1788-08-23
279,430,1788-08-23
122,80,1788-08-26
285,80,1788-08-29
272,154,1788-09-04
279,1329,1788-09-06
279,249,1788-09-06
385,354,1788-09-12
344,21,1788-09-13
182,215,1788-09-14
182,21,1788-09-14
347,304,1788-09-15
386,1507,1788-09-16
279,249,1788-09-17
285,1535,1788-09-17
182,2,1788-09-21
392,430,1788-09-21
279,430,1788-09-22
182,377,1788-09-26
386,1507,1788-10-01
279,249,1788-10-01
182,570,1788-10-08
378,399,1788-10-09
182,377,1788-10-12
279,249,1788-10-13
182,2,1788-10-17
279,249,1788-10-17
182,45,1788-10-20
71,720,1788-10-22
370,1528,1788-10-30
182,215,1788-11-02
182,1538,1788-11-02
182,304,1788-11-05
182,21,1788-11-05
343,384,1788-11-23
182,2,1788-12-08
279,430,1789-01-05
396,334,1789-01-10
279,249,1789-01-19
380,182,1789-01-27
380,128,1789-01-29
397,1481,1789-01-29
375,7,1789-01-31
122,1007,1789-02-01
380,128,1789-02-12
380,102,1789-02-15
380,7,1789-03-01
375,1458,1789-03-02
279,430,1789-03-02
279,249,1789-03-09
71,142,1789-03-11
71,1415,1789-03-11
71,16,1789-03-21
71,89,1789-04-07
71,63,1789-04-24
279,249,1789-04-27
71,323,1789-05-16
71,21,1789-05-19
71,21,1789-07-23
