"sender_id","receiver_id","sending_date"
141,21,1779-10-07
103,720,1779-10-09
142,7,1779-10-09
111,7,1779-10-12
221,425,1779-10-12
153,934,1779-10-12
206,21,1779-10-15
103,7,1779-10-16
103,7,1779-10-16
103,20,1779-10-16
144,914,1779-10-25
179,445,1779-10-26
205,664,1779-10-29
103,141,1779-10-30
142,7,1779-11-01
213,110,1779-11-01
142,7,1779-11-02
88,48,1779-11-04
195,1090,1779-11-09
200,522,1779-11-11
225,1091,1779-11-12
153,664,1779-11-12
217,422,1779-11-12
100,936,1779-11-13
153,934,1779-11-14
142,7,1779-11-16
71,720,1779-11-20
111,403,1779-11-24
225,89,1779-11-27
124,934,1779-11-30
102,57,1779-11-30
103,269,1779-12-02
168,263,1779-12-07
54,102,1779-12-07
178,641,1779-12-09
124,934,1779-12-14
206,214,1779-12-15
10,422,1779-12-20
124,934,1779-12-21
105,57,1779-12-21
142,13,1779-12-21
213,73,1779-12-24
124,934,1780-01-04
200,13,1780-01-04
178,238,1780-01-05
142,403,1780-01-06
10,190,1780-01-07
105,1104,1780-01-11
10,422,1780-01-11
206,21,1780-01-12
117,664,1780-01-14
117,21,1780-01-14
197,422,1780-01-14
103,720,1780-01-18
230,57,1780-01-21
206,174,1780-01-24
197,426,1780-01-25
111,443,1780-01-25
105,57,1780-01-28
197,422,1780-01-30
142,13,1780-02-01
231,17,1780-02-06
225,20,1780-02-07
142,13,1780-02-08
213,73,1780-02-08
225,47,1780-02-09
70,57,1780-02-09
102,20,1780-02-10
142,141,1780-02-12
24,422,1780-02-15
124,934,1780-02-15
102,57,1780-02-15
74,934,1780-02-15
206,433,1780-02-16
142,13,1780-02-16
111,103,1780-02-22
142,21,1780-02-23
142,13,1780-02-24
142,13,1780-02-28
204,89,1780-03-05
200,522,1780-03-06
225,89,1780-03-06
49,1087,1780-03-07
232,174,1780-03-07
54,1108,1780-03-11
54,21,1780-03-13
225,89,1780-03-13
213,425,1780-03-13
178,433,1780-03-14
206,174,1780-03-15
230,57,1780-03-15
103,664,1780-03-16
200,40,1780-03-17
24,422,1780-03-20
103,720,1780-03-20
182,1111,1780-03-20
142,13,1780-03-21
70,57,1780-03-21
100,17,1780-03-25
182,2,1780-03-27
197,422,1780-03-28
142,13,1780-03-28
122,80,1780-03-30
111,103,1780-04-03
124,934,1780-04-04
142,13,1780-04-04
142,433,1780-04-06
200,1114,1780-04-08
234,57,1780-04-09
111,544,1780-04-14
144,156,1780-04-15
103,422,1780-04-15
157,73,1780-04-17
200,1115,1780-04-17
124,934,1780-04-18
200,1116,1780-04-21
103,21,1780-04-22
178,102,1780-04-24
200,640,1780-04-28
25,21,1780-05-04
200,417,1780-05-05
225,89,1780-05-06
182,2,1780-05-06
25,54,1780-05-06
25,21,1780-05-09
197,422,1780-05-09
103,676,1780-05-09
200,1120,1780-05-10
25,54,1780-05-12
234,57,1780-05-12
225,54,1780-05-13
54,25,1780-05-13
111,653,1780-05-16
103,641,1780-05-17
111,103,1780-05-18
102,57,1780-05-18
200,668,1780-05-19
102,57,1780-05-19
200,213,1780-05-20
103,422,1780-05-20
103,21,1780-05-20
74,934,1780-05-21
102,54,1780-05-21
70,57,1780-05-21
25,285,1780-05-23
54,1124,1780-05-23
168,676,1780-05-25
54,57,1780-05-28
54,21,1780-05-28
103,720,1780-05-29
122,80,1780-05-30
237,934,1780-05-30
54,102,1780-05-30
168,676,1780-06-02
206,433,1780-06-06
234,230,1780-06-06
197,422,1780-06-08
195,2,1780-06-09
102,54,1780-06-09
178,238,1780-06-09
157,425,1780-06-09
122,80,1780-06-10
54,230,1780-06-10
168,111,1780-06-11
111,89,1780-06-11
102,230,1780-06-11
168,720,1780-06-12
239,1046,1780-06-12
100,837,1780-06-12
206,433,1780-06-15
103,676,1780-06-15
142,213,1780-06-15
25,54,1780-06-16
102,54,1780-06-16
70,57,1780-06-16
237,934,1780-06-18
200,226,1780-06-21
163,21,1780-06-21
102,21,1780-06-22
197,422,1780-06-23
213,425,1780-06-24
242,1087,1780-06-26
103,676,1780-06-29
102,57,1780-06-29
163,2,1780-06-30
142,111,1780-06-30
141,103,1780-07-08
13,7,1780-07-10
225,7,1780-07-11
237,934,1780-07-13
103,104,1780-07-14
54,384,1780-07-16
225,544,1780-07-17
168,1139,1780-07-19
237,664,1780-07-21
103,614,1780-07-22
10,422,1780-07-22
142,111,1780-07-24
100,9,1780-07-24
172,1087,1780-07-25
245,433,1780-07-28
242,1087,1780-08-01
172,1087,1780-08-01
141,17,1780-08-01
206,364,1780-08-03
246,1141,1780-08-06
163,21,1780-08-07
237,934,1780-08-08
168,1142,1780-08-09
10,104,1780-08-14
237,934,1780-08-15
172,1087,1780-08-15
142,141,1780-08-15
88,289,1780-08-15
237,433,1780-08-20
13,608,1780-08-22
237,934,1780-08-22
103,174,1780-08-22
237,934,1780-08-28
242,1087,1780-08-28
100,174,1780-08-29
24,422,1780-09-01
103,422,1780-09-01
237,934,1780-09-02
172,1087,1780-09-02
103,720,1780-09-02
103,422,1780-09-04
247,289,1780-09-06
25,57,1780-09-07
142,7,1780-09-07
216,9,1780-09-09
237,664,1780-09-09
242,1131,1780-09-09
182,163,1780-09-09
206,433,1780-09-11
242,162,1780-09-11
199,144,1780-09-12
103,422,1780-09-12
182,45,1780-09-12
13,271,1780-09-15
178,21,1780-09-15
5,425,1780-09-16
242,1087,1780-09-18
213,664,1780-09-18
225,445,1780-09-21
178,21,1780-09-24
49,1087,1780-09-26
225,80,1780-09-30
225,80,1780-10-02
239,197,1780-10-02
5,425,1780-10-02
13,443,1780-10-03
178,213,1780-10-03
244,174,1780-10-04
25,57,1780-10-07
199,144,1780-10-09
237,934,1780-10-10
25,21,1780-10-10
71,20,1780-10-12
178,21,1780-10-14
242,1087,1780-10-16
13,477,1780-10-17
239,422,1780-10-23
13,443,1780-10-24
142,668,1780-10-24
182,163,1780-10-24
219,433,1780-10-24
213,664,1780-10-27
160,7,1780-10-28
242,162,1780-10-30
122,350,1780-10-31
103,676,1780-10-31
103,664,1780-10-31
5,21,1780-11-02
193,1087,1780-11-06
13,615,1780-11-07
182,45,1780-11-07
237,934,1780-11-09
219,1151,1780-11-09
247,154,1780-11-10
13,477,1780-11-11
120,21,1780-11-11
25,57,1780-11-14
5,425,1780-11-15
103,676,1780-11-16
103,664,1780-11-16
103,720,1780-11-17
5,40,1780-11-18
142,111,1780-11-20
33,620,1780-11-20
182,163,1780-11-21
182,163,1780-11-25
5,21,1780-11-26
13,111,1780-11-27
103,2,1780-11-27
142,403,1780-11-27
25,57,1780-11-28
225,80,1780-11-28
182,163,1780-11-28
25,174,1780-11-30
142,403,1780-11-30
237,934,1780-12-04
142,200,1780-12-05
25,21,1780-12-09
231,399,1780-12-11
242,162,1780-12-11
242,1087,1780-12-11
5,425,1780-12-11
182,163,1780-12-12
33,2,1780-12-12
142,7,1780-12-14
243,154,1780-12-14
25,174,1780-12-16
127,80,1780-12-16
13,7,1780-12-17
231,2,1780-12-17
103,1157,1780-12-17
243,154,1780-12-17
100,7,1780-12-18
104,422,1780-12-18
142,200,1780-12-19
13,7,1780-12-20
142,47,1780-12-21
100,31,1780-12-25
5,425,1780-12-25
71,31,1780-12-25
144,845,1780-12-26
105,57,1780-12-26
217,422,1780-12-27
104,845,1780-12-27
103,422,1780-12-29
13,627,1780-12-30
237,934,1780-12-30
13,443,1781-01-01
103,1159,1781-01-01
33,2,1781-01-01
142,7,1781-01-08
217,422,1781-01-08
104,422,1781-01-09
182,664,1781-01-13
13,17,1781-01-15
24,422,1781-01-16
231,399,1781-01-26
5,252,1781-01-27
25,21,1781-01-29
178,80,1781-01-29
217,422,1781-01-29
217,131,1781-01-29
5,21,1781-01-29
251,934,1781-01-29
178,21,1781-01-30
13,477,1781-02-01
13,443,1781-02-01
142,615,1781-02-01
142,433,1781-02-01
100,1168,1781-02-03
251,1169,1781-02-03
5,425,1781-02-05
103,720,1781-02-08
217,197,1781-02-08
217,239,1781-02-08
24,422,1781-02-09
227,21,1781-02-10
227,174,1781-02-11
87,336,1781-02-12
178,80,1781-02-12
251,433,1781-02-15
196,1171,1781-02-25
163,21,1781-02-27
219,21,1781-02-27
250,103,1781-02-28
254,263,1781-02-28
245,433,1781-03-03
178,80,1781-03-06
5,425,1781-03-06
252,103,1781-03-09
5,21,1781-03-09
70,57,1781-03-11
13,1007,1781-03-13
255,9,1781-03-13
142,111,1781-03-16
217,422,1781-03-16
105,57,1781-03-20
103,720,1781-03-23
217,755,1781-03-24
104,422,1781-03-24
13,1007,1781-03-27
238,845,1781-03-28
225,100,1781-03-31
251,934,1781-04-02
217,422,1781-04-03
104,587,1781-04-03
103,422,1781-04-16
182,2,1781-04-16
178,21,1781-04-16
33,2,1781-04-17
142,89,1781-04-21
142,111,1781-04-23
33,2,1781-04-24
33,2,1781-04-27
87,664,1781-04-30
243,1134,1781-04-30
249,430,1781-05-01
182,2,1781-05-01
178,21,1781-05-02
5,21,1781-05-02
208,751,1781-05-05
249,430,1781-05-08
231,399,1781-05-11
103,422,1781-05-14
219,25,1781-05-14
178,664,1781-05-20
219,144,1781-05-21
208,154,1781-05-28
235,912,1781-05-28
219,664,1781-05-28
182,45,1781-05-29
26,425,1781-05-29
163,21,1781-05-31
103,720,1781-06-01
103,40,1781-06-02
103,664,1781-06-03
219,144,1781-06-04
251,934,1781-06-08
208,751,1781-06-11
245,433,1781-06-13
255,9,1781-06-14
255,9,1781-06-15
142,403,1781-06-16
163,21,1781-06-20
196,2,1781-06-21
245,845,1781-06-22
255,1181,1781-06-23
142,403,1781-06-26
103,1182,1781-06-27
71,89,1781-06-29
5,21,1781-07-02
231,399,1781-07-03
251,934,1781-07-03
182,570,1781-07-07
100,13,1781-07-08
33,840,1781-07-09
258,271,1781-07-10
5,425,1781-07-10
71,20,1781-07-11
258,1184,1781-07-12
142,403,1781-07-13
100,21,1781-07-14
100,21,1781-07-17
257,1087,1781-07-17
5,653,1781-07-17
208,116,1781-07-23
208,751,1781-07-24
251,543,1781-07-24
33,106,1781-07-24
226,200,1781-07-31
197,422,1781-08-01
100,912,1781-08-06
100,1190,1781-08-06
142,213,1781-08-07
70,57,1781-08-07
10,422,1781-08-07
70,57,1781-08-09
230,1191,1781-08-11
100,21,1781-08-12
245,664,1781-08-14
233,425,1781-08-14
178,664,1781-08-14
74,934,1781-08-14
231,399,1781-08-20
25,57,1781-08-20
251,21,1781-08-20
253,1087,1781-08-21
230,57,1781-08-21
70,57,1781-08-21
251,21,1781-08-21
142,1194,1781-08-23
187,80,1781-08-25
230,105,1781-08-28
230,395,1781-08-28
10,197,1781-08-28
231,1196,1781-08-29
253,1087,1781-09-04
230,57,1781-09-08
70,57,1781-09-09
142,111,1781-09-11
230,1191,1781-09-14
251,664,1781-09-17
208,751,1781-09-18
33,106,1781-09-18
33,106,1781-09-25
230,57,1781-09-26
100,21,1781-09-26
70,57,1781-09-26
178,21,1781-10-01
182,45,1781-10-02
226,40,1781-10-02
142,403,1781-10-09
33,106,1781-10-09
33,106,1781-10-16
100,47,1781-10-20
178,664,1781-10-22
122,1203,1781-10-23
242,1131,1781-10-27
182,45,1781-10-30
100,520,1781-11-03
233,425,1781-11-06
215,106,1781-11-07
233,425,1781-11-13
258,271,1781-11-13
242,676,1781-11-15
124,934,1781-11-18
182,2,1781-11-18
263,991,1781-11-23
182,45,1781-11-27
43,1202,1781-12-03
142,403,1781-12-04
262,289,1781-12-05
74,934,1781-12-06
43,873,1781-12-09
242,720,1781-12-12
142,13,1781-12-13
242,664,1781-12-14
122,1203,1781-12-17
74,934,1781-12-18
104,422,1781-12-19
74,934,1782-01-07
182,45,1782-01-08
33,66,1782-01-08
104,422,1782-01-08
242,1131,1782-01-14
182,2,1782-01-15
182,45,1782-01-22
182,215,1782-01-22
242,720,1782-01-27
105,57,1782-01-31
258,271,1782-02-02
253,1087,1782-02-10
258,271,1782-02-12
242,1131,1782-02-14
33,66,1782-02-15
258,271,1782-02-20
234,57,1782-03-02
130,269,1782-03-04
187,1211,1782-03-05
70,57,1782-03-05
187,1192,1782-03-09
163,45,1782-03-09
104,422,1782-03-09
242,751,1782-03-11
266,720,1782-03-12
70,57,1782-03-12
70,57,1782-03-15
256,346,1782-03-25
182,2,1782-03-26
62,693,1782-03-26
70,57,1782-03-29
231,399,1782-04-09
182,2,1782-04-16
74,934,1782-04-16
267,1216,1782-04-20
267,13,1782-04-21
105,57,1782-04-23
182,45,1782-04-23
33,66,1782-04-23
159,422,1782-04-30
182,215,1782-05-01
130,178,1782-05-06
74,934,1782-05-07
231,399,1782-05-13
182,215,1782-05-14
258,200,1782-05-14
33,66,1782-05-14
122,1091,1782-05-22
271,13,1782-05-28
33,66,1782-05-28
182,215,1782-05-29
272,1215,1782-06-02
242,751,1782-06-04
182,215,1782-06-04
273,751,1782-06-04
182,215,1782-06-06
274,664,1782-06-09
275,425,1782-06-09
264,1220,1782-06-10
231,399,1782-06-11
242,751,1782-06-11
242,1131,1782-06-12
271,1219,1782-06-14
24,422,1782-06-17
170,111,1782-06-17
170,111,1782-06-18
182,267,1782-06-25
182,45,1782-06-25
242,1087,1782-07-02
267,170,1782-07-06
271,13,1782-07-08
74,934,1782-07-09
43,1224,1782-07-13
239,1221,1782-07-13
182,215,1782-07-16
130,269,1782-07-18
242,720,1782-07-20
242,1131,1782-07-23
182,215,1782-07-23
24,422,1782-07-29
100,216,1782-07-29
276,934,1782-07-30
276,89,1782-07-31
230,374,1782-08-02
276,1228,1782-08-03
277,111,1782-08-03
25,57,1782-08-04
239,1230,1782-08-05
182,215,1782-08-05
276,1222,1782-08-06
267,13,1782-08-06
100,13,1782-08-06
267,7,1782-08-07
62,40,1782-08-07
231,399,1782-08-09
33,66,1782-08-09
276,124,1782-08-10
182,215,1782-08-13
33,66,1782-08-13
25,54,1782-08-16
182,215,1782-08-17
267,443,1782-08-17
127,154,1782-08-17
25,57,1782-08-20
182,215,1782-08-20
276,1208,1782-08-23
25,252,1782-08-28
258,1232,1782-08-28
258,1232,1782-08-28
279,1229,1782-09-02
182,215,1782-09-03
242,1131,1782-09-04
25,1233,1782-09-05
258,271,1782-09-09
276,377,1782-09-10
182,215,1782-09-10
274,664,1782-09-10
130,178,1782-09-10
44,1226,1782-09-11
230,57,1782-09-11
25,374,1782-09-15
122,1234,1782-09-16
275,73,1782-09-17
258,541,1782-09-17
276,1228,1782-09-19
70,57,1782-09-21
253,1087,1782-09-24
182,215,1782-09-24
258,271,1782-09-25
44,422,1782-09-25
276,1236,1782-09-25
122,1203,1782-09-26
182,215,1782-09-30
267,7,1782-10-01
253,208,1782-10-08
25,57,1782-10-09
276,1208,1782-10-09
276,1238,1782-10-09
230,57,1782-10-09
25,21,1782-10-12
276,1228,1782-10-12
276,1238,1782-10-12
281,934,1782-10-13
231,1126,1782-10-15
276,946,1782-10-16
230,57,1782-10-16
276,664,1782-10-18
44,422,1782-10-19
74,934,1782-10-19
88,1229,1782-10-22
187,80,1782-10-23
258,40,1782-10-23
264,1240,1782-10-23
88,1229,1782-10-25
230,374,1782-10-28
275,425,1782-10-29
187,1243,1782-10-30
276,1228,1782-10-30
258,271,1782-10-30
280,1246,1782-11-04
276,1228,1782-11-05
276,664,1782-11-05
230,1191,1782-11-05
182,215,1782-11-05
230,57,1782-11-05
44,422,1782-11-08
88,1229,1782-11-09
264,16,1782-11-10
163,45,1782-11-12
285,1247,1782-11-12
258,271,1782-11-14
280,1246,1782-11-15
25,57,1782-11-15
276,1238,1782-11-17
264,16,1782-11-17
182,215,1782-11-19
258,271,1782-11-19
264,1249,1782-11-20
258,271,1782-11-23
182,215,1782-11-26
122,641,1782-12-03
182,215,1782-12-03
258,541,1782-12-04
280,934,1782-12-06
280,1246,1782-12-07
182,215,1782-12-10
187,934,1782-12-11
122,673,1782-12-16
182,215,1782-12-17
280,934,1782-12-18
253,126,1782-12-21
264,1249,1782-12-23
187,1148,1782-12-24
182,215,1782-12-24
33,66,1782-12-24
187,673,1782-12-25
187,21,1782-12-25
104,1251,1782-12-25
288,1252,1782-12-26
278,1237,1782-12-28
182,215,1782-12-30
33,66,1782-12-31
274,1225,1783-01-02
269,289,1783-01-04
258,271,1783-01-06
264,1249,1783-01-06
287,1253,1783-01-07
280,934,1783-01-08
289,430,1783-01-08
275,73,1783-01-09
267,7,1783-01-14
104,1251,1783-01-15
105,57,1783-01-16
104,602,1783-01-22
104,1251,1783-01-22
44,510,1783-01-24
44,422,1783-01-25
182,215,1783-01-28
88,1229,1783-01-28
293,271,1783-01-29
267,13,1783-01-29
104,1251,1783-01-29
182,215,1783-02-04
74,934,1783-02-04
282,1242,1783-02-10
280,1208,1783-02-11
182,2,1783-02-11
288,1252,1783-02-11
44,1226,1783-02-12
105,230,1783-02-12
104,1251,1783-02-12
285,21,1783-02-13
285,57,1783-02-14
279,430,1783-02-17
70,57,1783-02-17
104,1251,1783-02-19
285,57,1783-02-24
182,215,1783-02-25
293,1006,1783-02-26
200,14,1783-02-26
163,21,1783-02-27
44,131,1783-03-02
231,215,1783-03-03
70,57,1783-03-05
286,433,1783-03-05
284,425,1783-03-05
280,276,1783-03-08
182,215,1783-03-11
297,216,1783-03-12
187,1148,1783-03-12
187,21,1783-03-12
253,154,1783-03-12
105,57,1783-03-12
275,425,1783-03-12
298,9,1783-03-12
182,215,1783-03-12
49,126,1783-03-12
33,66,1783-03-12
267,21,1783-03-13
288,364,1783-03-13
286,433,1783-03-13
187,21,1783-03-17
105,57,1783-03-17
285,21,1783-03-17
44,422,1783-03-18
182,215,1783-03-18
49,126,1783-03-18
296,1259,1783-03-18
33,66,1783-03-18
231,21,1783-03-22
187,21,1783-03-23
297,16,1783-03-24
231,1174,1783-03-24
285,21,1783-03-24
70,57,1783-03-24
88,1229,1783-03-24
33,66,1783-03-24
88,1229,1783-03-24
87,21,1783-03-25
285,21,1783-03-25
283,126,1783-03-25
104,1262,1783-03-25
280,934,1783-03-28
182,215,1783-04-01
33,66,1783-04-01
44,1226,1783-04-02
274,1225,1783-04-02
104,1251,1783-04-02
44,422,1783-04-03
294,1264,1783-04-07
187,40,1783-04-08
285,21,1783-04-08
187,1211,1783-04-10
33,66,1783-04-10
163,1126,1783-04-11
296,711,1783-04-11
280,1246,1783-04-12
187,21,1783-04-12
44,422,1783-04-12
87,89,1783-04-14
182,215,1783-04-15
231,21,1783-04-16
200,668,1783-04-16
200,1266,1783-04-16
44,422,1783-04-17
294,154,1783-04-17
182,2,1783-04-22
197,1009,1783-04-23
70,57,1783-04-23
286,904,1783-04-23
74,934,1783-04-23
187,47,1783-04-28
200,656,1783-04-30
163,21,1783-05-06
44,1226,1783-05-07
44,131,1783-05-10
182,2,1783-05-13
285,57,1783-05-14
294,13,1783-05-20
182,215,1783-05-20
288,360,1783-05-23
50,360,1783-05-27
278,125,1783-05-30
285,57,1783-06-01
197,422,1783-06-04
299,1102,1783-06-05
33,66,1783-06-05
62,263,1783-06-06
279,1253,1783-06-07
294,13,1783-06-10
182,2,1783-06-10
182,215,1783-06-10
182,215,1783-06-17
197,422,1783-06-18
200,640,1783-06-18
200,1114,1783-06-18
279,1273,1783-06-21
262,1229,1783-06-24
285,57,1783-06-29
295,172,1783-07-01
62,40,1783-07-03
71,1274,1783-07-04
182,66,1783-07-07
288,128,1783-07-08
197,422,1783-07-10
187,1278,1783-07-15
286,104,1783-07-15
182,2,1783-07-17
267,1007,1783-07-17
295,329,1783-07-19
294,154,1783-07-21
267,399,1783-07-21
267,1282,1783-07-23
187,128,1783-07-25
285,20,1783-07-25
71,1274,1783-07-25
285,57,1783-07-27
276,154,1783-07-28
182,215,1783-07-28
71,1274,1783-07-29
276,1228,1783-07-30
200,1114,1783-07-31
88,1229,1783-08-01
187,673,1783-08-04
294,293,1783-08-05
298,216,1783-08-05
279,1253,1783-08-08
262,182,1783-08-09
182,2,1783-08-11
25,942,1783-08-12
70,57,1783-08-12
267,443,1783-08-13
200,1136,1783-08-14
187,47,1783-08-15
87,71,1783-08-15
253,291,1783-08-16
122,1287,1783-08-16
262,1229,1783-08-16
230,1191,1783-08-17
71,279,1783-08-19
187,733,1783-08-20
294,13,1783-08-21
230,57,1783-08-22
88,1229,1783-08-23
33,66,1783-08-23
276,1222,1783-08-24
276,1292,1783-08-26
200,640,1783-08-29
70,89,1783-08-30
124,1294,1783-09-01
24,422,1783-09-02
182,1111,1783-09-08
182,45,1783-09-08
182,215,1783-09-08
74,934,1783-09-08
33,66,1783-09-08
276,934,1783-09-09
296,1007,1783-09-11
296,1259,1783-09-13
71,1274,1783-09-15
187,102,1783-09-16
230,57,1783-09-16
230,1191,1783-09-16
71,1274,1783-09-17
279,1229,1783-09-17
285,31,1783-09-17
71,1274,1783-09-18
276,1297,1783-09-18
70,57,1783-09-19
230,1191,1783-09-20
182,2,1783-09-20
296,711,1783-09-20
276,1228,1783-09-25
88,1229,1783-09-26
262,1229,1783-09-27
276,1228,1783-09-27
276,349,1783-09-27
182,215,1783-09-30
187,1286,1783-10-02
300,63,1783-10-02
300,425,1783-10-02
200,1299,1783-10-02
262,1253,1783-10-04
33,66,1783-10-04
24,422,1783-10-05
294,111,1783-10-06
296,1007,1783-10-08
24,422,1783-10-09
200,40,1783-10-09
200,1109,1783-10-09
103,1301,1783-10-09
230,57,1783-10-09
74,934,1783-10-09
182,215,1783-10-13
71,1274,1783-10-13
294,200,1783-10-14
71,1274,1783-10-15
267,443,1783-10-16
70,57,1783-10-16
71,1274,1783-10-17
295,1258,1783-10-19
88,1229,1783-10-19
71,1274,1783-10-19
71,1274,1783-10-20
262,1253,1783-10-22
187,102,1783-10-23
300,425,1783-10-23
187,1303,1783-10-24
55,31,1783-10-24
71,1274,1783-10-24
253,641,1783-10-28
187,47,1783-11-01
33,66,1783-11-01
49,764,1783-11-03
2,490,1783-11-10
71,1307,1783-11-10
2,66,1783-11-11
296,1308,1783-11-17
111,7,1783-11-23
25,57,1783-11-25
279,287,1783-11-28
124,170,1783-12-03
258,7,1783-12-07
296,66,1783-12-10
2,182,1783-12-11
258,7,1783-12-14
2,45,1783-12-16
304,17,1783-12-16
2,66,1783-12-17
298,216,1783-12-18
124,239,1783-12-19
111,200,1783-12-20
295,1258,1783-12-21
276,934,1783-12-24
292,1310,1783-12-25
298,216,1783-12-30
2,66,1783-12-31
2,182,1784-01-01
307,360,1784-01-05
300,425,1784-01-08
303,1315,1784-01-14
24,131,1784-01-15
71,47,1784-01-15
71,20,1784-01-15
2,66,1784-01-16
2,45,1784-01-18
71,286,1784-01-19
10,65,1784-01-20
33,806,1784-01-23
124,934,1784-02-01
276,934,1784-02-01
276,934,1784-02-01
258,294,1784-02-02
276,934,1784-02-05
55,263,1784-02-05
276,1323,1784-02-10
279,1273,1784-02-12
304,66,1784-02-14
258,42,1784-02-14
292,216,1784-02-16
304,17,1784-02-17
2,182,1784-02-20
33,66,1784-02-20
276,280,1784-02-21
10,1324,1784-02-21
305,1229,1784-02-24
308,80,1784-02-25
2,45,1784-02-29
301,1320,1784-03-01
2,66,1784-03-03
26,425,1784-03-03
111,294,1784-03-04
308,1328,1784-03-05
310,73,1784-03-05
288,31,1784-03-07
304,71,1784-03-08
276,1323,1784-03-12
305,1229,1784-03-12
2,21,1784-03-15
2,182,1784-03-16
305,1229,1784-03-16
279,1229,1784-03-19
276,1323,1784-03-23
279,21,1784-03-24
304,66,1784-03-26
279,1229,1784-03-30
303,720,1784-04-01
308,1328,1784-04-02
124,239,1784-04-03
258,111,1784-04-03
308,80,1784-04-06
10,1335,1784-04-09
124,1323,1784-04-10
296,1336,1784-04-10
276,1323,1784-04-12
2,21,1784-04-16
313,1338,1784-04-18
276,1323,1784-04-19
70,263,1784-04-24
111,722,1784-04-25
2,182,1784-04-25
279,1229,1784-04-29
2,66,1784-04-30
300,73,1784-05-01
2,129,1784-05-03
10,131,1784-05-04
111,174,1784-05-05
26,425,1784-05-05
111,13,1784-05-07
290,554,1784-05-07
2,66,1784-05-07
288,1252,1784-05-07
288,128,1784-05-07
2,182,1784-05-08
2,1343,1784-05-11
267,7,1784-05-11
10,684,1784-05-11
111,294,1784-05-13
33,66,1784-05-13
310,425,1784-05-15
308,1328,1784-05-17
308,303,1784-05-17
71,2,1784-05-19
303,2,1784-05-20
304,2,1784-05-20
314,102,1784-05-24
304,2,1784-05-25
303,1347,1784-05-29
276,1323,1784-05-31
303,1161,1784-05-31
33,66,1784-06-04
304,66,1784-06-11
111,7,1784-06-16
71,141,1784-06-17
71,20,1784-06-18
71,2,1784-06-18
71,311,1784-06-20
43,921,1784-06-24
311,66,1784-06-24
170,111,1784-06-28
279,1229,1784-07-05
170,557,1784-07-15
312,124,1784-07-15
170,111,1784-07-20
304,2,1784-07-20
290,57,1784-07-22
310,10,1784-08-10
290,288,1784-08-13
301,21,1784-08-13
71,47,1784-08-13
310,1348,1784-08-17
71,288,1784-08-22
301,1320,1784-09-04
71,2,1784-10-01
304,2,1784-11-01
279,1273,1784-11-02
296,182,1784-11-12
304,182,1784-11-15
17,182,1784-11-20
17,21,1784-11-20
17,182,1784-11-26
304,1357,1784-11-26
315,1320,1784-12-02
311,436,1784-12-05
279,2,1784-12-11
304,182,1784-12-14
17,436,1784-12-18
304,182,1784-12-18
305,1229,1784-12-18
71,31,1784-12-22
305,290,1784-12-28
315,1320,1784-12-30
116,764,1785-01-11
276,934,1785-01-12
279,31,1785-01-14
311,436,1785-01-17
321,31,1785-01-19
200,1365,1785-01-24
130,1320,1785-01-25
323,1367,1785-01-26
124,1020,1785-01-28
124,934,1785-01-28
304,296,1785-01-29
304,182,1785-02-01
304,1369,1785-02-05
55,341,1785-02-07
276,934,1785-02-09
321,341,1785-02-11
49,126,1785-02-11
33,436,1785-02-13
17,436,1785-02-14
315,1320,1785-02-14
200,1299,1785-02-19
279,21,1785-02-19
276,154,1785-02-20
304,296,1785-02-20
111,2,1785-02-25
306,468,1785-02-25
71,20,1785-03-02
304,182,1785-03-06
71,2,1785-03-06
71,541,1785-03-09
327,21,1785-03-10
305,430,1785-03-10
17,13,1785-03-14
200,472,1785-03-21
71,1274,1785-03-24
318,111,1785-03-24
328,80,1785-03-25
330,1376,1785-04-02
33,436,1785-04-02
311,1327,1785-04-05
304,2,1785-04-12
308,80,1785-04-13
327,21,1785-04-15
323,10,1785-04-20
200,1136,1785-04-23
71,1274,1785-04-29
276,934,1785-04-29
327,182,1785-05-01
318,111,1785-05-01
17,21,1785-05-03
327,21,1785-05-05
304,182,1785-05-05
318,111,1785-05-08
17,2,1785-05-16
318,111,1785-05-19
318,111,1785-05-23
71,1376,1785-06-02
331,850,1785-06-04
318,111,1785-06-05
305,48,1785-06-05
17,1327,1785-06-13
327,1327,1785-06-15
274,2,1785-06-15
304,2,1785-06-16
331,850,1785-06-22
200,1394,1785-06-23
335,830,1785-06-24
327,182,1785-06-27
33,436,1785-06-27
336,664,1785-06-30
295,208,1785-07-04
276,374,1785-07-12
304,182,1785-07-12
331,850,1785-07-13
111,7,1785-07-14
304,2,1785-07-15
331,850,1785-07-18
71,31,1785-07-19
71,20,1785-07-22
17,21,1785-07-23
327,21,1785-07-25
318,1360,1785-07-25
304,182,1785-07-26
331,850,1785-07-27
17,7,1785-08-01
295,21,1785-08-01
111,7,1785-08-03
71,676,1785-08-03
274,1225,1785-08-06
17,182,1785-08-11
304,182,1785-08-14
200,1399,1785-08-15
304,2,1785-08-15
71,1319,1785-08-15
124,934,1785-08-18
323,602,1785-08-18
327,182,1785-08-21
276,934,1785-08-23
62,608,1785-08-23
71,720,1785-08-24
71,676,1785-08-29
62,608,1785-09-03
71,608,1785-09-06
318,340,1785-09-17
295,751,1785-09-27
111,13,1785-09-30
321,31,1785-10-01
71,930,1785-10-05
71,608,1785-10-07
200,226,1785-10-08
